"move_id","version_group_id","flavor_text"
"508","17","The user rotates its gears, raising its Attack stat and sharply raising its Speed stat."
"508","25","The user rotates its gears, boosting its Attack stat and sharply boosting its Speed stat."
"509","11","The user throws the target and drags out another Pokémon in its party. In the wild, the battle ends."
"509","14","The target is thrown and switched. In the wild, a battle against a single Pokémon ends."
"509","15","The target is thrown, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon."
"510","11","The user attacks the target with fire. If the target is holding a Berry, the Berry becomes burnt up and unusable."
"510","15","The user attacks opposing Pokémon with fire. If a Pokémon is holding a certain item, such as a Berry, the item becomes burned up and unusable."
"511","11","The user suppresses the target and makes its move go last."
"512","11","The user nimbly strikes the target. If the user is not holding an item, this attack inflicts massive damage."
"512","25","The user nimbly strikes the target. This attack does massive damage if the user isn't holding an item."
"513","11","The user reflects the target’s type, making it the same type as the target."
"513","20","The user reflects the target’s type, making the user the same type as the target."
"513","24","The user reflects the target's type, making the user the same type as the target."
"513","25","The user reflects the target's type to become the same type as the target."
"514","11","The user gets revenge for a fainted ally. If an ally fainted in the previous turn, this attack’s damage increases."
"514","15","The user gets revenge for a fainted ally. If an ally fainted in the previous turn, this move becomes more powerful."
"514","17","The user gets revenge for a fainted ally. If an ally fainted in the previous turn, this move’s power is increased."
"514","24","The user gets revenge for a fainted ally. If an ally fainted in the previous turn, this move's power is increased."
"514","25","The user takes revenge for a fainted ally. This move's power is boosted if an ally fainted in the previous turn."
"515","11","The user risks everything to attack its target. The user faints but does damage equal to the user’s HP."
"515","15","The user risks everything to attack its target. The user faints but does damage equal to its HP."
"515","25","The user risks everything to attack the target. The user faints but inflicts damage equal to its own HP."
"516","11","The user passes its held item to the target when the target isn’t holding an item."
"516","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"517","11","The user attacks by engulfing the target in an intense fire. It leaves the target with a burn."
"517","15","The user attacks by engulfing the target in an intense fire. This leaves the target with a burn."
"518","11","A column of water strikes the target. When combined with its fire equivalent, the damage increases and a rainbow appears."
"518","17","A column of water strikes the target. When combined with its fire equivalent, its power increases and a rainbow appears."
"518","20","A column of water hits the target. When used with its fire equivalent, its power increases and a rainbow appears."
"518","25","A column of water hits the target. When used with its fire counterpart, this move's power is boosted and a rainbow appears."
"519","11","A column of fire hits opposing Pokémon. When used with its Grass equivalent, its damage increases into a vast sea of fire."
"519","15","A column of fire hits the target. When used with its grass equivalent, its damage increases and a vast sea of fire appears."
"519","17","A column of fire hits the target. When used with its grass equivalent, its power increases and a vast sea of fire appears."
"519","25","A column of fire hits the target. When used with its grass counterpart, this move's power is boosted and a vast sea of fire appears."
"520","11","A column of grass hits opposing Pokémon. When used with its water equivalent, its damage increases into a vast swamp."
"520","15","A column of grass hits the target. When used with its water equivalent, its damage increases and a vast swamp appears."
"520","17","A column of grass hits the target. When used with its water equivalent, its power increases and a vast swamp appears."
"520","25","A column of grass hits the target. When used with its water counterpart, this move's power is boosted and a vast swamp appears."
"521","11","After making its attack, the user rushes back to switch places with a party Pokémon in waiting."
"522","11","While resisting, the user attacks the opposing Pokémon. The targets’ Sp. Atk stat is reduced."
"522","15","While resisting, the user attacks the opposing Pokémon. This lowers the Sp. Atk stat of those hit."
"522","20","While resisting, the user attacks opposing Pokémon. This lowers the Sp. Atk stats of those hit."
"522","24","The user struggles against the target, dealing damage. This also lowers the target's offensive stats."
"522","25","The user attacks by struggling against opposing Pokémon. This also lowers their Sp. Atk stats."
"523","11","The user stomps down on the ground and attacks everything in the area. Hit Pokémon’s Speed stat is reduced."
"523","15","The user strikes everything around it by stomping down on the ground. This lowers the Speed stat of those hit."
"523","20","The user strikes everything around it by stomping down on the ground. This lowers the Speed stats of those hit."
"523","24","The user tramples its target into the ground, dealing damage. This also lowers the target’s action speed."
"524","11","The user blows a cold breath on the target. This attack always results in a critical hit."
"524","15","The user blows its cold breath on the target. This attack always results in a critical hit."
"524","25","The user attacks by blowing its cold breath on the target. This move always lands a critical hit."
"525","11","The user knocks away the target and drags out another Pokémon in its party. In the wild, the battle ends."
"525","14","The target is knocked away and switched. In the wild, a battle against a single Pokémon ends."
"525","15","The target is knocked away, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon."
"525","19","The target is knocked away, and a different Pokémon is dragged out."
"526","11","The user is roused, and its Attack and Sp. Atk stats increase."
"526","25","The user is roused, and its Attack and Sp. Atk stats are boosted."
"527","11","The user captures and attacks opposing Pokémon by using an electric net. It reduces the targets’ Speed stat."
"527","15","The user attacks and captures opposing Pokémon using an electric net. This lowers their Speed stat."
"527","20","The user attacks and captures opposing Pokémon using an electric net. This lowers their Speed stats."
"527","25","The user captures opposing Pokémon in an electric net to inflict damage. This also lowers their Speed stats."
"528","11","The user shrouds itself in electricity and smashes into its target. It also damages the user a little."
"528","15","The user shrouds itself in electricity and smashes into its target. This also damages the user a little."
"528","24","The user shrouds itself in electricity and smashes into its target. This also damages the user and may leave the target with paralysis."
"529","11","The user crashes into its target while rotating its body like a drill. Critical hits land more easily."
"529","25","The user crashes into the target while rotating its body like a drill. This move has a heightened chance of landing a critical hit."
"530","11","The user attacks its target by hitting it with brutal strikes. The target is hit twice in a row."
"531","11","The user unleashes a vicious blow after its cute act makes the target less wary. It may also make the target flinch."
"531","15","The user unleashes a vicious blow after its cute act makes the target less wary. This may also make the target flinch."
"531","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"532","11","The user drains the target’s energy with its horns. The user’s HP is restored by half the damage taken by the target."
"532","24","The user drains the target's energy with its horns. The user's HP is restored by half the damage taken by the target."
"532","25","The user drains the target's energy with its horns. The user's HP is restored by up to half the damage taken by the target."
"533","11","The user attacks by slicing with its long horns. The target’s stat changes don’t affect this attack’s damage."
"533","15","The user attacks by slicing with a long horn. The target’s stat changes don’t affect this attack’s damage."
"533","24","The user attacks by slicing with a long horn. The target's stat changes don't affect this attack's damage."
"533","25","The user attacks by slicing with a sword. The target's stat changes don't affect the damage inflicted by this move."
"534","11","The user cuts its target with sharp shells. This attack may also lower the target’s Defense stat."
"534","15","The user cuts its target with sharp shells. This may also lower the target’s Defense stat."
"534","24","The user cuts its target with sharp shells. This may also lower the target's Defense stat."
"534","25","The user cuts the target with sharp shells to inflict damage. This may also lower the target's Defense stat."
"535","11","The user slams its target with its flamecovered body. The more the user outweighs the target, the greater the damage."
"535","15","The user slams its target with its flamecovered body. The more the user outweighs the target, the greater the move’s power."
"535","17","The user slams its target with its flame-covered body. The more the user outweighs the target, the greater the move’s power."
"535","24","The user slams its target with its flame-covered body. The more the user outweighs the target, the greater the move's power."
"535","25","The user slams into the target with its flame-covered body. The more the user outweighs the target, the greater the move's power."
"536","11","The user attacks its target by encircling it in sharp leaves. This attack may also lower the target’s accuracy."
"537","11","The user crushes its targets by rolling over them with its rolled-up body. This attack may make the target flinch."
"537","15","The user crushes its targets by rolling over them with its rolled-up body. This may also make the target flinch."
"537","17","The user crushes its target by rolling over the target with its rolled-up body. This may also make the target flinch."
"537","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"538","11","The user protects itself by wrapping its body in soft cotton, drastically raising the user’s Defense stat."
"538","15","The user protects itself by wrapping its body in soft cotton, which drastically raises the user’s Defense stat."
"538","24","The user protects itself by wrapping its body in soft cotton, which drastically raises the user's Defense stat."
"538","25","The user protects itself by wrapping its body in soft cotton, drastically boosting its Defense stat."
"539","11","The user lets loose a pitch-black shock wave at its target. It may also lower the target’s accuracy."
"539","15","The user lets loose a pitch-black shock wave at its target. This may also lower the target’s accuracy."
"539","24","The user lets loose a pitch-black shock wave at its target. This may also lower the target's accuracy."
"539","25","The user looses a pitch-black shock wave at the target to inflict damage. This may also lower the target's accuracy."
"540","11","The user materializes an odd psychic wave to attack the target. This attack does physical damage."
"540","25","The user materializes an odd psychic wave to attack the target. This move deals physical damage."
"541","11","The user attacks by striking the target with its hard tail. It hits the target two to five times in a row."
"541","25","The user attacks by striking the target with its hard tail. This move hits two to five times in a row."
"542","11","The user attacks by wrapping its opponent in a fierce wind that flies up into the sky. It may also confuse the target."
"542","15","The user attacks by wrapping its opponent in a fierce wind that flies up into the sky. This may also confuse the target."
"542","24","The user attacks by wrapping its opponent in a fierce wind."
"542","25","The user attacks by wrapping its opponent in a fierce wind. This may also confuse the target."
"543","11","The user charges its head into its target, using its powerful guard hair. It also damages the user a little."
"543","15","The user charges its head into its target, using its powerful guard hair. This also damages the user a little."
"544","11","The user attacks by throwing two steel gears at its target."
"544","15","The user attacks by throwing steel gears at its target twice."
"545","11","An inferno of scarlet flames torches everything around the user. It may leave targets with a burn."
"545","15","The user torches everything around it with an inferno of scarlet flames. This may also leave those hit with a burn."
"545","17","The user torches everything around it in an inferno of scarlet flames. This may also leave those it hits with a burn."
"546","11","The user fires a beam of light at its target. The type changes depending on the Drive the user holds."
"546","15","The user fires a beam of light at its target. The move’s type changes depending on the Drive the user holds."
"547","11","The user sings an ancient song and attacks by appealing to the hearts of those listening. It may also induce sleep."
"547","15","The user sings an ancient song and attacks by appealing to the hearts of the listening opposing Pokémon. This may also induce sleep."
"548","11","The user cuts with its long horn. The odd power contained in the horn does physical damage to the target."
"548","25","The user cuts with its long horn. The odd power contained in the horn deals physical damage to the target."
"549","11","The user attacks by blowing freezing cold air at opposing Pokémon. This attack reduces the targets’ Speed stat."
"549","15","The user attacks by blowing freezing cold air at opposing Pokémon. This lowers their Speed stat."
"549","20","The user attacks by blowing freezing cold air at opposing Pokémon. This lowers their Speed stats."
"549","25","The user attacks by blowing freezing cold air at opposing Pokémon. This also lowers their Speed stats."
"550","11","The user charges its target, surrounding itself with a great amount of electricity. It may leave the target with paralysis."
"550","15","The user surrounds itself with a great amount of electricity and charges its target. This may also leave the target with paralysis."
"550","25","The user surrounds itself with a great amount of electricity and charges the target. This may also leave the target with paralysis."
"551","11","The user attacks by engulfing the target in an intense, yet beautiful, blue flame. It may leave the target with a burn."
"551","15","The user attacks by engulfing the target in an intense, yet beautiful, blue flame. This may also leave the target with a burn."
"552","11","Cloaked in flames, the user dances and flaps its wings. It may also raise the user’s Sp. Atk stat."
"552","15","Cloaked in flames, the user dances and flaps its wings. This may also raise the user’s Sp. Atk stat."
"552","20","Cloaked in flames, the user attacks the target by dancing and flapping its wings. This may also raise the user’s Sp. Atk stat."
"552","24","Cloaked in flames, the user attacks the target by dancing and flapping its wings. This may also raise the user's Sp. Atk stat."
"552","25","Cloaked in flames, the user attacks the target by dancing and flapping its wings. This may also boost the user's Sp. Atk stat."
"553","11","On the second turn, the user hits the target with electrically charged ice. It may leave the target with paralysis."
"553","15","On the second turn, the user hits the target with electrically charged ice. This may also leave the target with paralysis."
"553","25","The turn after using this move, the user hits the target with electrically charged ice to inflict damage. This may also leave the target with paralysis."
"554","11","On the second turn, an ultracold, freezing wind surrounds the target. This may leave the target with a burn."
"554","25","The turn after using this move, the user surrounds the target with an ultracold, freezing wind to inflict damage. This may also leave the target with a burn."
"555","11","The user yells as if it is ranting about something, making the target’s Sp. Atk stat decrease."
"555","14","The user yells as if it is ranting about something, making the targets’ Sp. Atk stat decrease."
"555","15","The user yells as if it’s ranting about something, which lowers the Sp. Atk stat of opposing Pokémon."
"555","20","The user yells as if it’s ranting about something, which lowers the Sp. Atk stats of opposing Pokémon."
"555","24","The user attacks by crying out as if it's ranting about something. This also lowers the target's offensive stats."
"555","25","The user yells as if it's ranting about something, which lowers the Sp. Atk stats of opposing Pokémon."
"556","11","The user attacks by harshly dropping an icicle onto the target. It may also make the target flinch."
"556","15","The user attacks by harshly dropping large icicles onto the target. This may also make the target flinch."
"556","24","The user attacks by harshly dropping large icicles onto the target."
"556","25","The user attacks by crashing large icicles onto the target. This may also make the target flinch."
"557","11","With a hot flame on its forehead, the user hurls itself at its target. It lowers the user’s Defense, Sp. Def, and Speed stats."
"557","15","With a hot flame on its forehead, the user hurls itself at its target. This lowers the user’s Defense, Sp. Def, and Speed stats."
"558","11","The user brings down a giant flame. This attack does greater damage when influenced by an enormous thunderbolt."
"558","15","The user brings down a giant flame. This move is more powerful when influenced by an enormous thunderbolt."
"558","17","The user brings down a giant flame. This move’s power is increased when influenced by an enormous lightning bolt."
"558","24","The user brings down a giant flame. This move's power is increased when influenced by an enormous lightning bolt."
"558","25","The user brings down a giant flame. This move's power is boosted when influenced by an enormous lightning bolt."
"559","11","The user throws down a giant thunderbolt. This attack does greater damage when influenced by an enormous flame."
"559","15","The user throws down a giant thunderbolt. This move is more powerful when influenced by an enormous flame."
"559","17","The user throws down a giant lightning bolt. This move’s power is increased when influenced by an enormous flame."
"559","24","The user throws down a giant lightning bolt. This move's power is increased when influenced by an enormous flame."
"559","25","The user throws down a giant lightning bolt. This move's power is boosted when influenced by an enormous flame."
"560","15","The user dives down onto the target from the sky. This move is Fighting and Flying type simultaneously."
"561","15","Using a pulled-up mat as a shield, the user protects itself and its allies from damaging moves. This does not stop status moves."
"562","15","The user lets out a damaging belch at the target. The user must eat a held Berry to use this move."
"563","15","Tilling the soil, the user makes it easier for plants to grow. This raises the Attack and Sp. Atk stats of Grass-type Pokémon."
"563","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"564","15","The user weaves a sticky net around the opposing team, which lowers their Speed stat upon switching into battle."
"564","20","The user weaves a sticky net around the opposing team, which lowers their Speed stats upon switching into battle."
"565","15","When the user knocks out a target with this move, the user’s Attack stat rises sharply."
"565","17","When the user knocks out a target with this move, the user’s Attack stat rises drastically."
"565","24","When the user knocks out a target with this move, the user's Attack stat rises drastically."
"565","25","When the user knocks out a target with this move, the user's Attack stat is boosted drastically."
"566","15","The user vanishes somewhere, then strikes the target on the next turn. This move hits even if the target protects itself."
"567","15","The user takes the target trick-or-treating. This adds Ghost type to the target’s type."
"568","15","Letting out a noble roar, the user intimidates the target and lowers its Attack and Sp. Atk stats."
"568","25","Letting out a noble roar, the user intimidates the target and lowers the target's Attack and Sp. Atk stats."
"569","15","The user disperses electrically charged particles, which changes Normal-type moves to Electric-type moves."
"569","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"570","15","The user attacks everything around it. The user’s HP is restored by half the damage taken by those hit."
"570","24","The user attacks everything around it. The user's HP is restored by half the damage taken by those hit."
"571","15","The user puts a forest curse on the target. Afflicted targets are now Grass type as well."
"571","17","The user puts a forest curse on the target. The target is now Grass type as well."
"571","25","The user puts a forest curse on the target. This adds Grass type to the target's type."
"572","15","The user stirs up a violent petal blizzard and attacks everything around it."
"572","25","The user stirs up a violent petal blizzard and damages everything around it."
"573","15","The user rapidly cools the target. This may also leave the target frozen. This move is super effective on Water types."
"574","15","Letting out a charming cry, the user does emotional damage to opposing Pokémon. This attack never misses."
"575","15","With a parting threat, the user lowers the target’s Attack and Sp. Atk stats. Then it switches with a party Pokémon."
"575","24","With a parting threat, the user lowers the target's Attack and Sp. Atk stats. Then it switches with a party Pokémon."
"575","25","With a parting threat, the user lowers the target's Attack and Sp. Atk stats. Then it switches places with a party Pokémon in waiting."
"576","15","All stat changes affecting the target turn topsy-turvy and become the opposite of what they were."
"577","15","The user steals the target’s energy with a kiss. The user’s HP is restored by over half of the damage taken by the target."
"577","17","The user steals the target’s HP with a kiss. The user’s HP is restored by over half of the damage taken by the target."
"577","24","The user attacks with an energy-draining kiss that restores the user’s HP."
"577","25","The user steals the target's HP with a kiss. The user's HP is restored by over half the damage taken by the target."
"578","15","The user protects itself and its allies from status moves with a mysterious power. This does not stop moves that do damage."
"579","15","The user raises the Defense stat of all Grass-type Pokémon in battle with a mysterious power."
"579","20","The user raises the Defense stats of all Grass-type Pokémon in battle with a mysterious power."
"580","15","The user turns the ground under everyone’s feet to grass for five turns. This restores the HP of Pokémon on the ground a little every turn."
"580","17","The user turns the ground to grass for five turns. This restores the HP of Pokémon on the ground a little every turn and powers up Grass type-moves."
"580","19","The user turns the ground to grass for five turns. This restores the HP of Pokémon on the ground a little every turn and powers up Grass-type moves."
"580","25","The user turns the ground into Grassy Terrain for five turns. This restores the HP of Pokémon on the ground a little every turn and powers up Grass-type moves."
"581","15","The user covers the ground under everyone’s feet with mist for five turns. This protects Pokémon on the ground from status conditions."
"581","17","This protects Pokémon on the ground from status conditions and halves damage from Dragon-type moves for five turns."
"582","15","If the target is electrified before it uses a move during that turn, the target’s move becomes Electric type."
"583","15","The user plays rough with the target and attacks it. This may also lower the target’s Attack stat."
"583","24","The user plays rough with the target and attacks it. This may also lower the target’s offensive stats."
"583","25","The user attacks by playing rough with the target. This may also lower the target's Attack stat."
"584","15","The user stirs up a fairy wind and strikes the target with it."
"584","25","The user attacks by stirring up a fairy wind to strike the target."
"585","15","Borrowing the power of the moon, the user attacks the target. This may also lower the target’s Sp. Atk stat."
"585","24","Borrowing the power of the moon, the user attacks the target. This may also lower the target’s offensive stats."
"585","25","Borrowing the power of the moon, the user attacks the target. This may also lower the target's Sp. Atk stat."
"586","15","The user attacks everything around it with the destructive power of a terrible, explosive sound."
"586","25","The user attacks everything around it with the destructive power of a terrible explosive sound."
"587","15","By locking down the battlefield, the user keeps all Pokémon from fleeing during the next turn."
"588","15","The user takes a defensive stance while it protects itself from damage. It also harshly lowers the Attack stat of any attacker who makes direct contact."
"588","20","The user takes a defensive stance while it protects itself from damage. It also lowers the Attack stat of any attacker that makes direct contact."
"589","15","The user and the target become friends, and the target loses its will to fight. This lowers the target’s Attack stat."
"589","24","The user and the target become friends, and the target loses its will to fight. This lowers the target's Attack stat."
"590","15","The user tells the target a secret, and the target loses its ability to concentrate. This lowers the target’s Sp. Atk stat."
"590","24","The user tells the target a secret, and the target loses its ability to concentrate. This lowers the target's Sp. Atk stat."
"591","15","The user whips up a storm of diamonds to damage opposing Pokémon. This may also raise the user’s Defense stat."
"591","17","The user whips up a storm of diamonds to damage opposing Pokémon. This may also sharply raise the user’s Defense stat."
"591","24","The user whips up a storm of diamonds to damage opposing Pokémon. This may also sharply raise the user's Defense stat."
"591","25","The user whips up a storm of diamonds to damage opposing Pokémon. This may also sharply boost the user's Defense stat."
"592","15","The user immerses the target in superheated steam. This may also leave the target with a burn."
"593","15","Using a hyperspace hole, the user appears right next to the target and strikes. This also hits a target using Protect or Detect."
"593","17","Using a hyperspace hole, the user appears right next to the target and strikes. This also hits a target using a move such as Protect or Detect."
"593","25","Using a hyperspace hole, the user appears right next to the target and strikes. This attack can hit a target using a move such as Protect or Detect."
"594","15","The user hits the target with throwing stars two to five times in a row. This move always goes first."
"595","15","The user attacks by breathing a special, hot fire. This also lowers the target’s Sp. Atk stat."
"595","24","The user attacks by breathing a special, hot fire. This also lowers the target's offensive stats."
"595","25","The user attacks by breathing a special, hot fire. This also lowers the target's Sp. Atk stat."
"596","15","In addition to protecting the user from attacks, this move also damages any attacker who makes direct contact."
"596","20","In addition to protecting the user from attacks, this move also damages any attacker that makes direct contact."
"597","15","The user raises the Sp. Def stat of an ally Pokémon by using a mysterious aroma."
"597","25","The user boosts the Sp. Def stat of an ally Pokémon by using a mysterious aroma."
"598","15","The user’s body generates an eerie impulse. Exposing the target to it harshly lowers the target’s Sp. Atk stat."
"598","24","The user's body generates an eerie impulse. Exposing the target to it harshly lowers the target's Sp. Atk stat."
"599","15","Opposing Pokémon are drenched in an odd poisonous liquid. This lowers the Attack, Sp. Atk, and Speed stats of a poisoned target."
"600","15","The user covers the target in a powder that explodes and damages the target if it uses a Fire-type move."
"600","17","The user covers the target in a combustible powder. If the target uses a Fire-type move, the powder explodes and damages the target."
"601","15","The user absorbs energy and sharply raises its Sp. Atk, Sp. Def, and Speed stats on the next turn."
"602","15","The user manipulates magnetic fields, which raises the Defense and Sp. Def stats of ally Pokémon with the Plus or Minus Ability."
"602","25","The user manipulates magnetic fields, which boosts the Defense and Sp. Def stats of ally Pokémon with the Plus Ability or the Minus Ability."
"603","15","Using Happy Hour doubles the amount of prize money received after battle."
"604","15","The user electrifies the ground under everyone’s feet for five turns. Pokémon on the ground no longer fall asleep."
"604","17","The user electrifies the ground for five turns, powering up Electric-type moves. Pokémon on the ground no longer fall asleep."
"604","25","The user turns the ground into Electric Terrain for five turns, powering up Electric-type moves. Pokémon on the ground can no longer fall asleep."
"605","15","The user damages opposing Pokémon by emitting a powerful flash."
"605","24","The user emits a powerful flash of light to inflict damage on the target."
"606","15","The Pokémon congratulates you on your special day!"
"607","15","The user and an ally hold hands. This makes them very happy."
"608","15","The user stares at the target with its baby-doll eyes, which lowers its Attack stat. This move always goes first."
"608","20","The user stares at the target with its baby-doll eyes, which lowers the target’s Attack stat. This move always goes first."
"608","24","The user stares at the target with its baby-doll eyes. This lowers the target’s offensive stats."
"608","25","The user stares at the target with its baby-doll eyes, which lowers the target's Attack stat. This move always goes first."
"609","15","The user attacks by nuzzling its electrified cheeks against the target. This also leaves the target with paralysis."
"610","15","The user holds back when it attacks and the target is left with at least 1 HP."
"610","17","The user holds back when it attacks, and the target is left with at least 1 HP."
"611","15","The target is infested and attacked for four to five turns. The target can’t flee during this time."
"611","24","The target is infested and attacked for four to five turns. The target can't flee during this time."
"612","15","Striking opponents over and over makes the user’s fists harder. Hitting a target raises the Attack stat."
"613","15","The user absorbs its target’s HP. The user’s HP is restored by over half of the damage taken by the target."
"614","15","This move also hits opposing Pokémon that are in the air. Those Pokémon are knocked down to the ground."
"615","15","The user attacks with a wave that crawls along the ground. Those hit can’t flee from battle."
"615","19","The user attacks with a wave that crawls along the ground. Those it hits can’t flee from battle."
"616","15","The user gathers the energy of the land and focuses that power on opposing Pokémon to damage them."
"617","15","Drawing power from the Eternal Flower, the user fires a powerful beam of light. This also damages the user quite a lot."
"618","16","The user attacks opposing Pokémon with countless beams of light that glow a deep and brilliant blue."
"619","16","The user attacks opposing Pokémon by manifesting the power of the land in fearsome blades of stone."
"620","16","After soaring upward, the user attacks its target by dropping out of the sky at high speeds, although it lowers its own Defense and Sp. Def in the process."
"620","17","After soaring upward, the user attacks its target by dropping out of the sky at high speeds. But it lowers its own Defense and Sp. Def stats in the process."
"620","25","The user attacks the target by dropping out of the sky at high speed. This also lowers the user's Defense and Sp. Def stats."
"621","16","Using its many arms, the user unleashes a barrage of attacks that ignore the effects of moves like Protect and Detect. This attack lowers the user’s Defense."
"621","17","Using its many arms, the user unleashes a barrage of attacks that ignore the effects of moves like Protect and Detect. But the user’s Defense stat falls."
"621","24","Using its many arms, the user unleashes a barrage of attacks that ignore the effects of moves like Protect and Detect. But the user's Defense stat falls."
"621","25","Using its many arms, the user unleashes a barrage of attacks that ignore the effects of moves like Protect and Detect. This also lowers the user's Defense stat."
"622","17","The user builds up its momentum using its Z-Power and crashes into the target at full speed. The power varies, depending on the original move."
"622","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"623","17","Dummy Data"
"623","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"624","17","The user rams an energy orb created by its Z-Power into the target with full force. The power varies, depending on the original move."
"624","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"625","17","Dummy Data"
"625","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"626","17","The user soars up with its Z-Power and plummets toward the target at full speed. The power varies, depending on the original move."
"626","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"627","17","Dummy Data"
"627","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"628","17","The user creates a poisonous swamp using its Z-Power and sinks the target into it at full force. The power varies, depending on the original move."
"628","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"629","17","Dummy Data"
"629","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"630","17","The user burrows deep into the ground and slams into the target with the full force of its Z-Power. The power varies, depending on the original move."
"630","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"631","17","Dummy Data"
"631","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"632","17","The user summons a huge rock mountain using its Z-Power and drops it onto the target with full force. The power varies, depending on the original move."
"632","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"633","17","Dummy Data"
"633","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"634","17","The user binds the target with full force with threads of silk that the user spits using its Z-Power. The power varies, depending on the original move."
"634","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"635","17","Dummy Data"
"635","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"636","17","Deep-seated grudges summoned by the user’s Z-Power trap the target. The power varies, depending on the original move."
"636","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"637","17","Dummy Data"
"637","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"638","17","The user spins very fast and rams into the target with the full force of its Z-Power. The power varies, depending on the original move."
"638","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"639","17","Dummy Data"
"639","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"640","17","The user breathes a stream of intense fire toward the target with the full force of its Z-Power. The power varies depending on the original move."
"640","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"641","17","Dummy Data"
"641","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"642","17","The user creates a huge whirling current using its Z-Power to swallow the target with full force. The power varies, depending on the original move."
"642","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"643","17","Dummy Data"
"643","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"644","17","The user collects energy from plants using its Z-Power and attacks the target with full force. The power varies, depending on the original move."
"644","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"645","17","Dummy Data"
"645","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"646","17","The user hits the target with a powerful electric current collected by its Z-Power. The power varies, depending on the original move."
"646","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"647","17","Dummy Data"
"647","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"648","17","The user controls the target with its Z-Power and hurts the target with full force. The power varies, depending on the original move."
"648","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"649","17","Dummy Data"
"649","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"650","17","The user dramatically drops the temperature using its Z-Power and freezes the target with full force. The power varies, depending on the original move."
"650","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"651","17","Dummy Data"
"651","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"652","17","The user materializes its aura using its Z-Power and attacks the target with full force. The power varies, depending on the original move."
"652","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"653","17","Dummy Data"
"653","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"654","17","The user gathers dark energy using its Z-Power and sucks the target into it. The power varies, depending on the original move."
"654","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"655","17","Dummy Data"
"655","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"656","17","The user creates a very charming space using its Z-Power and totally toys with the target. The power varies, depending on the original move."
